text,label
"Metformin ( BP , pronounced , ; originally sold as Glucophage) is an oral antidiabetic drug in the biguanide class.It is the first-line drug of choice for the treatment of type 2 diabetes , in particular, in overweight and obese people and those with normal kidney function.",0
"George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .He retired from the presidency in 1797 and returned to his home, Mount Vernon , and his domestic life where he managed a variety of enterprises.",0
It is calculated as total bases divided by at bats :,0
"AFGE (American Federation of Government Employees) is a labor union that represents federal government employees in the United States. It represents employees in a variety of agencies and departments, including the Department of Defense, Department of Veterans Affairs, Department of Homeland Security, and the Social Security Administration, among others. AFGE represents both white-collar and blue-collar workers, and negotiates with employers on issues such as wages, benefits, and working conditions. AFGE also advocates for the rights and interests of federal employees and works to improve the operations of the federal government.",1
"St. Patrick's Day is a cultural and religious holiday celebrated on March 17th. It is a public holiday in Ireland and is also widely celebrated by Irish communities around the world, particularly in the United States, Canada, and the United Kingdom. The holiday is named after Saint Patrick, the patron saint of Ireland, and it is traditionally a day to honor Irish heritage and culture. It is also a day to celebrate the arrival of Christianity in Ireland and the influence of Irish missionaries around the world. Many people celebrate St. Patrick's Day by wearing green, attending parades and festivals, and enjoying Irish food and drink.",1
"John F. Kennedy, the 35th President of the United States, was buried at Arlington National Cemetery in Arlington, Virginia, following his assassination in Dallas, Texas, on November 22, 1963. His grave is located on a hill overlooking the Potomac River, near the Memorial Amphitheater. JFK's grave is marked by an eternal flame, which has been burning continuously since his burial. It is a popular tourist destination and a place of solemn reflection for many Americans.",1
"A book index is a list of terms and concepts that are discussed in a book, along with the page numbers where they appear. An index is usually found at the end of a book and is organized alphabetically, making it easy for readers to locate specific topics and ideas.\n\nAn index can be a valuable resource for readers who want to quickly find information on a specific topic or idea within a book. It can also be helpful for researchers who are using a book as a reference source, as it allows them to easily locate specific information within the text.\n\nIndexes can be created by the author of a book or by a professional indexer. The process of creating an index involves reading the book carefully and identifying the main concepts and terms that are discussed. The indexer then creates a list of these terms and includes the page numbers where they appear in the book.\n\nSome indexes may also include cross-references, which refer the reader to related terms or concepts that are discussed elsewhere in the book. Other indexes may include subheadings or categories to help organize the information and make it easier for readers to locate specific topics.",1
"The area code 949 is assigned to the state of California in the United States. It is primarily used in the Orange County area, which includes cities such as Irvine, Newport Beach, and Laguna Beach.",1
Area code 949 is an area code in California that is contained mostly within South Orange County .,0
A role-playing game (RPG and sometimes roleplaying game) is a game in which players assume the roles of characters in a fictional setting .,0
